1.7136,0.8012,0.3832,1.1313,-0.5732,0.6699,0.6175,-1.3204,-0.55,-0.8563,-1.6897,-0.5035,-1.7134,-0.8014,0.3835,-1.1316,0.5733,0.6699,-0.6173,1.3201,-0.5501,0.8562,1.6901,-0.5029
1.7405,0.6638,-0.0504,1.8229,-0.7425,0.5205,0.617,-1.623,0.2359,-0.4136,-1.0171,-0.7028,-1.7421,-0.662,-0.0553,-1.8187,0.7401,0.5268,-0.6197,1.6256,0.229,0.4138,1.0152,-0.7036
1.591,0.5926,-0.2928,1.0334,-0.4102,0.7041,0.6555,-1.7594,0.1149,-0.7218,-1.8177,-0.5255,-1.5904,-0.5921,-0.2935,-1.0336,0.4103,0.7043,-0.655,1.7597,0.1159,0.721,1.8167,-0.5274
1.1103,0.5267,-0.6844,1.7033,-0.8299,-0.3406,0.8139,-1.7232,0.5088,-0.6585,-1.3456,0.5136,-1.1161,-0.5286,-0.6836,-1.6991,0.8341,-0.3464,-0.8152,1.7137,0.5227,0.6613,1.3528,0.5099
1.0321,0.3881,-0.7075,1.5991,-0.6449,0.2527,0.6871,-1.8274,0.5361,-0.6986,-1.7324,-0.0813,-1.0321,-0.3881,-0.7075,-1.5991,0.6449,0.2527,-0.6871,1.8274,0.5361,0.6986,1.7324,-0.0813
1.721,0.8053,-0.5243,1.3624,-0.6716,-0.497,0.5174,-1.1057,0.6895,-0.8365,-1.6969,0.3318,-1.721,-0.8053,-0.5243,-1.3624,0.6716,-0.497,-0.5174,1.1057,0.6895,0.8365,1.6969,0.3318
1.7263,0.7342,0.1073,1.0082,-0.4653,0.704,0.6654,-1.5666,-0.286,-0.8213,-1.7815,-0.5183,-1.727,-0.7301,0.1019,-1.0057,0.4647,0.7042,-0.6656,1.5724,-0.2795,0.8196,1.7722,-0.5336
1.0697,0.4938,-0.6967,1.7123,-0.8148,-0.2665,0.8064,-1.7469,0.5214,-0.6761,-1.4209,0.4417,-1.0697,-0.4938,-0.6967,-1.7123,0.8148,-0.2665,-0.8064,1.7469,0.5214,0.6761,1.4209,0.4417
1.8383,0.7333,0.5168,1.678,-0.7107,0.0701,0.4016,-1.0067,-0.7004,-0.7032,-1.6603,0.1136,-1.8383,-0.7333,0.5168,-1.678,0.7107,0.0701,-0.4016,1.0067,-0.7004,0.7032,1.6603,0.1136
1.725,0.7853,-0.3061,1.0779,-0.5348,-0.6922,0.6376,-1.4005,0.477,-0.8495,-1.7122,0.5213,-1.725,-0.7853,-0.3061,-1.0779,0.5348,-0.6922,-0.6376,1.4005,0.477,0.8495,1.7122,0.5213
1.6926,0.6808,0.059,0.9945,-0.4321,-0.7055,0.6719,-1.6705,0.1147,-0.7837,-1.8036,0.5318,-1.6926,-0.6808,0.059,-0.9945,0.4321,-0.7055,-0.6719,1.6705,0.1147,0.7837,1.8036,0.5318
1.7638,0.7911,-0.5302,1.4725,-0.6934,-0.3825,0.4692,-1.0462,0.7035,-0.8055,-1.7105,0.2092,-1.7638,-0.7911,-0.5302,-1.4725,0.6934,-0.3825,-0.4692,1.0462,0.7035,0.8055,1.7105,0.2092
1.366,0.6377,0.5075,1.7002,-0.845,0.521,0.8003,-1.7143,-0.3421,-0.5471,-1.1008,-0.6864,-1.366,-0.6377,0.5075,-1.7002,0.845,0.521,-0.8003,1.7143,-0.3421,0.5471,1.1008,-0.6864
1.8264,0.6562,-0.5254,1.7615,-0.6833,0.1899,0.3847,-1.0707,0.7044,-0.5937,-1.532,-0.3635,-1.822,-0.6526,-0.5322,-1.7624,0.6806,0.1953,-0.3849,1.0744,0.7029,0.5904,1.5273,-0.3714
1.8326,0.7455,0.517,1.65,-0.7119,0.1257,0.409,-1.0042,-0.7018,-0.7239,-1.6779,0.0552,-1.8281,-0.7442,0.5235,-1.6527,0.711,0.1209,-0.4084,1.0045,-0.7014,0.7215,1.6771,0.061
1.6245,0.6736,-0.1967,1.7937,-0.7997,-0.5298,0.7097,-1.7116,0.0214,-0.4445,-0.9969,0.7051,-1.6245,-0.6736,-0.1967,-1.7937,0.7997,-0.5298,-0.7097,1.7116,0.0214,0.4445,0.9969,0.7051
1.7322,0.7583,-0.2021,1.031,-0.4934,-0.7041,0.6558,-1.496,0.3749,-0.836,-1.7406,0.5339,-1.7302,-0.762,-0.2099,-1.035,0.4969,-0.7023,-0.6544,1.4879,0.3857,0.8366,1.7489,0.5239
1.7199,0.7209,-0.0693,1.0008,-0.4563,-0.7076,0.6696,-1.5974,0.2403,-0.8104,-1.7773,0.5366,-1.7199,-0.7209,-0.0693,-1.0008,0.4563,-0.7076,-0.6696,1.5974,0.2403,0.8104,1.7773,0.5366
1.0895,0.5118,0.6945,1.7036,-0.8242,0.3091,0.8099,-1.7242,-0.5286,-0.6715,-1.3879,-0.4751,-1.0895,-0.5118,0.6945,-1.7036,0.8242,0.3091,-0.8099,1.7242,-0.5286,0.6715,1.3879,-0.4751
1.8303,0.7017,0.5328,1.718,-0.7036,-0.0354,0.3915,-1.0212,-0.7062,-0.6638,-1.6207,0.2088,-1.8303,-0.7017,0.5328,-1.718,0.7036,-0.0354,-0.3915,1.0212,-0.7062,0.6638,1.6207,0.2088
1.7914,0.7785,-0.5275,1.5401,-0.7031,-0.2992,0.4438,-1.0216,0.7042,-0.7803,-1.7092,0.1217,-1.7926,-0.7785,-0.526,-1.5392,0.7031,-0.3004,-0.444,1.0219,0.7043,0.7808,1.7091,0.1229
1.0039,0.4121,0.7061,1.6813,-0.7249,-0.0412,0.7461,-1.8173,-0.5336,-0.7097,-1.646,-0.1313,-1.0039,-0.4121,0.7061,-1.6813,0.7249,-0.0412,-0.7461,1.8173,-0.5336,0.7097,1.646,-0.1313
1.0279,0.4554,0.7049,1.7138,-0.7846,0.1549,0.7895,-1.7823,-0.5238,-0.6947,-1.5118,-0.3388,-1.0306,-0.4578,0.7037,-1.7126,0.7877,0.1614,-0.7888,1.7755,-0.5323,0.6955,1.5179,-0.33
1.75,0.7986,-0.5244,1.4252,-0.6836,-0.4345,0.4875,-1.0682,0.6982,-0.8196,-1.7089,0.2606,-1.75,-0.7986,-0.5244,-1.4252,0.6836,-0.4345,-0.4875,1.0682,0.6982,0.8196,1.7089,0.2606
1.4599,0.6553,-0.4135,1.7365,-0.835,-0.5278,0.7749,-1.7275,0.2396,-0.5036,-1.0472,0.7011,-1.4609,-0.6554,-0.4127,-1.7354,0.8351,-0.529,-0.7753,1.7272,0.241,0.504,1.0475,0.7013
1.2153,0.5829,-0.6261,1.6931,-0.8484,-0.4436,0.8192,-1.7078,0.4553,-0.6123,-1.2219,0.6143,-1.2153,-0.5829,-0.6261,-1.6931,0.8484,-0.4436,-0.8192,1.7078,0.4553,0.6123,1.2219,0.6143
1.242,0.5931,0.607,1.6966,-0.8496,0.4581,0.8173,-1.7114,-0.4334,-0.5984,-1.195,-0.6316,-1.242,-0.5931,0.607,-1.6966,0.8496,0.4581,-0.8173,1.7114,-0.4334,0.5984,1.195,-0.6316
1.7968,0.7652,-0.5375,1.5825,-0.7093,-0.2369,0.4307,-1.0114,0.7079,-0.7624,-1.7009,0.0664,-1.7968,-0.7652,-0.5375,-1.5825,0.7093,-0.2369,-0.4307,1.0114,0.7079,0.7624,1.7009,0.0664
1.707,0.8104,0.4647,1.2253,-0.6238,0.6106,0.5777,-1.2135,-0.6317,-0.857,-1.6807,-0.448,-1.7029,-0.8125,0.4691,-1.2301,0.6253,0.6087,-0.5756,1.2097,-0.6325,0.8554,1.6851,-0.4408
1.7258,0.7897,0.3239,1.0908,-0.5431,0.6856,0.6304,-1.3777,-0.4984,-0.8523,-1.7119,-0.511,-1.7258,-0.7897,0.3239,-1.0908,0.5431,0.6856,-0.6304,1.3777,-0.4984,0.8523,1.7119,-0.511
1.7943,0.5922,-0.4116,1.7817,-0.6312,0.4904,0.4461,-1.3517,0.577,-0.4337,-1.2242,-0.6559,-1.7943,-0.5922,-0.4116,-1.7817,0.6312,0.4904,-0.4461,1.3517,0.577,0.4337,1.2242,-0.6559
1.0173,0.4425,0.7047,1.7094,-0.7715,0.1065,0.7799,-1.7933,-0.5278,-0.701,-1.5533,-0.2834,-1.0173,-0.4425,0.7047,-1.7094,0.7715,0.1065,-0.7799,1.7933,-0.5278,0.701,1.5533,-0.2834
1.8113,0.7568,0.5315,1.6129,-0.7108,0.1894,0.4205,-1.0063,-0.7057,-0.7464,-1.6935,-0.0153,-1.8113,-0.7568,0.5315,-1.6129,0.7108,0.1894,-0.4205,1.0063,-0.7057,0.7464,1.6935,-0.0153
1.0348,0.3879,0.7035,1.5905,-0.6399,-0.2688,0.6883,-1.8362,-0.5241,-0.6988,-1.7371,0.0894,-1.0348,-0.3879,0.7035,-1.5905,0.6399,-0.2688,-0.6883,1.8362,-0.5241,0.6988,1.7371,0.0894
1.7781,0.7842,0.5315,1.5146,-0.6995,0.3326,0.4531,-1.0301,-0.7039,-0.79,-1.7115,-0.1555,-1.7838,-0.784,0.5247,-1.51,0.6993,0.3375,-0.4545,1.0313,-0.7046,0.7925,1.7104,-0.1622
1.7017,0.8115,-0.4511,1.2025,-0.6133,-0.6275,0.5876,-1.2369,0.6148,-0.8563,-1.6863,0.4605,-1.7094,-0.8085,-0.4407,-1.1926,0.6078,-0.6339,-0.5924,1.2475,0.6074,0.8589,1.6781,0.4704
1.5565,0.6694,0.2968,1.7659,-0.8169,0.536,0.7417,-1.7246,-0.1255,-0.4679,-1.0114,-0.7073,-1.5565,-0.6694,0.2968,-1.7659,0.8169,0.536,-0.7417,1.7246,-0.1255,0.4679,1.0114,-0.7073
1.1546,0.3892,0.6883,1.4258,-0.5241,-0.496,0.6085,-1.8054,-0.5196,-0.6534,-1.778,0.3273,-1.1548,-0.3892,0.6883,-1.4256,0.524,-0.4962,-0.6087,1.8056,-0.5192,0.6536,1.778,0.3271
1.6563,0.6452,-0.164,1.0029,-0.4194,0.702,0.6686,-1.7162,-0.017,-0.7618,-1.8214,-0.5203,-1.656,-0.6448,-0.1646,-1.003,0.4195,0.7021,-0.6684,1.7166,-0.0162,0.7613,1.8205,-0.5219
1.1235,0.5346,0.6793,1.697,-0.8357,0.357,0.8161,-1.7108,-0.5197,-0.6597,-1.347,-0.5136,-1.1147,-0.5287,0.6838,-1.7029,0.8316,0.3462,-0.8145,1.7216,-0.5075,0.6552,1.3344,-0.5254
1.7302,0.7468,-0.156,1.0182,-0.4791,-0.7041,0.6609,-1.5317,0.3327,-0.8288,-1.7629,0.5265,-1.7306,-0.7457,-0.1537,-1.0172,0.4783,-0.7045,-0.6611,1.5338,0.3296,0.8285,1.7605,0.5294
1.836,0.7207,-0.5234,1.6962,-0.7087,-0.0258,0.3969,-1.0111,0.7028,-0.6872,-1.6449,-0.1536,-1.836,-0.7207,-0.5234,-1.6962,0.7087,-0.0258,-0.3969,1.0111,0.7028,0.6872,1.6449,-0.1536
1.7319,0.6652,0.0253,1.8195,-0.7488,-0.5256,0.6316,-1.6396,-0.2006,-0.4158,-1.0092,0.7028,-1.7303,-0.6667,0.0206,-1.8235,0.7512,-0.5192,-0.6291,1.6376,-0.2059,0.4157,1.0103,0.7026
1.0375,0.4663,-0.706,1.7119,-0.7942,-0.1897,0.7927,-1.7636,0.5354,-0.6928,-1.4933,0.3603,-1.0375,-0.4663,-0.706,-1.7119,0.7942,-0.1897,-0.7927,1.7636,0.5354,0.6928,1.4933,0.3603
1.3118,0.4287,0.6092,1.2657,-0.4454,-0.6335,0.5855,-1.7919,-0.447,-0.6257,-1.778,0.4713,-1.3118,-0.4287,0.6092,-1.2657,0.4454,-0.6335,-0.5855,1.7919,-0.447,0.6257,1.778,0.4713
1.582,0.6707,-0.2628,1.7868,-0.8129,-0.5226,0.7286,-1.7226,0.08,-0.4569,-1.004,0.7035,-1.5848,-0.6704,-0.2593,-1.7831,0.8126,-0.5273,-0.7303,1.7224,0.0846,0.4576,1.0044,0.704
1.8186,0.6362,0.52,1.7721,-0.6713,-0.2539,0.3852,-1.1049,-0.6996,-0.5616,-1.4864,0.4267,-1.8106,-0.6269,0.5349,-1.7729,0.6647,-0.2656,-0.3862,1.1115,-0.6992,0.5553,1.4772,0.4367
1.0079,0.4279,-0.7071,1.6994,-0.752,-0.0437,0.7649,-1.8016,0.5353,-0.7071,-1.5978,0.2155,-1.0079,-0.4279,-0.7071,-1.6994,0.752,-0.0437,-0.7649,1.8016,0.5353,0.7071,1.5978,0.2155
1.7936,0.6199,0.2982,1.7994,-0.6636,-0.516,0.5036,-1.4572,-0.4734,-0.415,-1.1252,0.6912,-1.7936,-0.6199,0.2982,-1.7994,0.6636,-0.516,-0.5036,1.4572,-0.4734,0.415,1.1252,0.6912
1.7112,0.7051,0.0171,0.9959,-0.4452,0.7065,0.6714,-1.6293,-0.1897,-0.8003,-1.7901,-0.5339,-1.7112,-0.7051,0.0171,-0.9959,0.4452,0.7065,-0.6714,1.6293,-0.1897,0.8003,1.7901,-0.5339
1.3218,0.4362,-0.5979,1.248,-0.4426,0.6402,0.5932,-1.7978,0.4279,-0.633,-1.7851,-0.4702,-1.3218,-0.4362,-0.5979,-1.248,0.4426,0.6402,-0.5932,1.7978,0.4279,0.633,1.7851,-0.4702
1.46,0.5041,0.4719,1.1264,-0.413,-0.6935,0.6192,-1.7912,-0.3015,-0.6591,-1.7953,0.521,-1.4566,-0.5022,0.475,-1.129,0.4135,-0.6931,-0.6168,1.7911,-0.3055,0.6558,1.7929,0.5257
1.093,0.3833,0.7042,1.5046,-0.5735,-0.4029,0.636,-1.8138,-0.5359,-0.6734,-1.7667,0.2346,-1.093,-0.3833,0.7042,-1.5046,0.5735,-0.4029,-0.636,1.8138,-0.5359,0.6734,1.7667,0.2346
1.019,0.3925,0.7067,1.6259,-0.6679,-0.1975,0.7045,-1.8289,-0.5343,-0.7042,-1.7142,0.0252,-1.019,-0.3925,0.7067,-1.6259,0.6679,-0.1975,-0.7045,1.8289,-0.5343,0.7042,1.7142,0.0252
1.1834,0.5662,0.6451,1.6983,-0.8454,0.4152,0.8197,-1.7133,-0.471,-0.6248,-1.2552,-0.5893,-1.1834,-0.5662,0.6451,-1.6983,0.8454,0.4152,-0.8197,1.7133,-0.471,0.6248,1.2552,-0.5893
1.6271,0.6736,0.1929,1.7958,-0.7993,0.5282,0.7083,-1.7108,-0.0165,-0.4436,-0.9966,-0.7046,-1.6271,-0.6736,0.1929,-1.7958,0.7993,0.5282,-0.7083,1.7108,-0.0165,0.4436,0.9966,-0.7046
1.7087,0.8099,-0.5077,1.3054,-0.6551,-0.5485,0.5431,-1.1457,0.6715,-0.8474,-1.6887,0.3847,-1.7087,-0.8099,-0.5077,-1.3054,0.6551,-0.5485,-0.5431,1.1457,0.6715,0.8474,1.6887,0.3847
1.7754,0.644,-0.1807,1.8117,-0.701,0.5265,0.5621,-1.5497,0.3574,-0.4095,-1.0583,-0.7032,-1.7754,-0.644,-0.1807,-1.8117,0.701,0.5265,-0.5621,1.5497,0.3574,0.4095,1.0583,-0.7032
1.7365,0.8019,0.5253,1.3968,-0.6784,0.4634,0.5006,-1.084,-0.6953,-0.8277,-1.7042,-0.2935,-1.7365,-0.8019,0.5253,-1.3968,0.6784,0.4634,-0.5006,1.084,-0.6953,0.8277,1.7042,-0.2935
1.8268,0.6933,-0.5372,1.7255,-0.7007,0.0601,0.3896,-1.0266,0.7078,-0.6539,-1.6103,-0.2307,-1.8268,-0.6933,-0.5372,-1.7255,0.7007,0.0601,-0.3896,1.0266,0.7078,0.6539,1.6103,-0.2307
1.6218,0.6155,0.237,1.0179,-0.413,-0.7054,0.6615,-1.743,-0.0616,-0.7368,-1.8161,0.5299,-1.6218,-0.6155,0.237,-1.0179,0.413,-0.7054,-0.6615,1.743,-0.0616,0.7368,1.8161,0.5299
1.7025,0.6708,-0.0453,1.812,-0.7655,-0.5307,0.6576,-1.669,-0.1291,-0.4222,-0.9994,0.7051,-1.7025,-0.6708,-0.0453,-1.812,0.7655,-0.5307,-0.6576,1.669,-0.1291,0.4222,0.9994,0.7051
1.3196,0.624,-0.5482,1.6942,-0.8484,-0.5039,0.8087,-1.7102,0.3813,-0.567,-1.1323,0.6707,-1.3197,-0.6241,-0.5481,-1.6941,0.8485,-0.504,-0.8087,1.7101,0.3814,0.5671,1.1324,0.6707
1.0826,0.3849,-0.704,1.5147,-0.5823,0.386,0.6527,-1.8272,0.5188,-0.6833,-1.7635,-0.2032,-1.0787,-0.3832,-0.7021,-1.5222,0.5882,0.3796,-0.6426,1.8176,0.5388,0.6768,1.7654,-0.214
1.4977,0.5271,-0.4274,1.097,-0.4097,0.7006,0.6285,-1.7859,0.2568,-0.672,-1.7991,-0.53,-1.4977,-0.5271,-0.4274,-1.097,0.4097,0.7006,-0.6285,1.7859,0.2568,0.672,1.7991,-0.53
1.7282,0.7583,0.2014,1.03,-0.4936,0.707,0.6586,-1.501,-0.369,-0.8331,-1.7383,-0.5394,-1.7282,-0.7583,0.2014,-1.03,0.4936,0.707,-0.6586,1.501,-0.369,0.8331,1.7383,-0.5394
1.812,0.6311,-0.5326,1.7707,-0.6678,0.2558,0.3848,-1.1049,0.7016,-0.5612,-1.488,-0.4248,-1.812,-0.6311,-0.5326,-1.7707,0.6678,0.2558,-0.3848,1.1049,0.7016,0.5612,1.488,-0.4248
1.3178,0.6254,0.5504,1.6879,-0.8482,0.5085,0.8096,-1.7059,-0.3879,-0.5704,-1.1351,-0.671,-1.3178,-0.6254,0.5504,-1.6879,0.8482,0.5085,-0.8096,1.7059,-0.3879,0.5704,1.1351,-0.671
1.8124,0.7717,0.5163,1.5747,-0.7062,0.2525,0.4312,-1.0128,-0.7009,-0.7647,-1.7052,-0.068,-1.8124,-0.7717,0.5163,-1.5747,0.7062,0.2525,-0.4312,1.0128,-0.7009,0.7647,1.7052,-0.068
1.1603,0.5592,-0.6633,1.6877,-0.8427,-0.405,0.8189,-1.699,0.5018,-0.643,-1.2876,0.5665,-1.1603,-0.5592,-0.6633,-1.6877,0.8427,-0.405,-0.8189,1.699,0.5018,0.643,1.2876,0.5665
1.0058,0.4038,-0.7052,1.6649,-0.7058,0.0978,0.7331,-1.8258,0.5309,-0.7093,-1.6733,0.0764,-1.0058,-0.4038,-0.7052,-1.6649,0.7058,0.0978,-0.7331,1.8258,0.5309,0.7093,1.6733,0.0764
1.8197,0.7567,-0.5234,1.6189,-0.7106,-0.1812,0.4181,-1.0056,0.7029,-0.7427,-1.692,0.0016,-1.8197,-0.7567,-0.5234,-1.6189,0.7106,-0.1812,-0.4181,1.0056,0.7029,0.7427,1.692,0.0016
1.6815,0.67,-0.0982,0.9966,-0.4266,0.7011,0.6722,-1.6868,-0.0844,-0.7804,-1.8216,-0.5112,-1.6794,-0.6654,-0.1045,-0.996,0.4268,0.702,-0.6701,1.6913,-0.0759,0.7758,1.8122,-0.5289
1.4489,0.6533,0.4251,1.7403,-0.8354,0.5203,0.774,-1.729,-0.2399,-0.504,-1.0474,-0.7011,-1.461,-0.6555,0.4128,-1.7272,0.836,0.5359,-0.7795,1.7249,-0.2528,0.5085,1.0532,-0.7002
1.767,0.6501,0.1442,1.8142,-0.7125,-0.5277,0.5792,-1.574,-0.3207,-0.4098,-1.0433,0.7043,-1.7669,-0.6502,0.144,-1.8144,0.7126,-0.5274,-0.5791,1.5739,-0.3209,0.4098,1.0434,0.7043
1.5168,0.6635,0.3486,1.7557,-0.8266,0.5308,0.7577,-1.7285,-0.1769,-0.4824,-1.0251,-0.7041,-1.5136,-0.6632,0.3523,-1.7595,0.8267,0.5262,-0.756,1.7292,-0.173,0.4813,1.024,-0.7041
1.7053,0.8088,0.4342,1.1812,-0.6028,0.6418,0.5977,-1.2603,-0.5983,-0.8579,-1.681,-0.4777,-1.7053,-0.8088,0.4342,-1.1812,0.6028,0.6418,-0.5977,1.2603,-0.5983,0.8579,1.681,-0.4777
1.7621,0.7916,0.5319,1.4739,-0.6932,0.3815,0.4686,-1.0458,-0.7027,-0.8045,-1.7116,-0.2063,-1.7673,-0.7911,0.5259,-1.4694,0.6928,0.3857,-0.4701,1.0473,-0.7034,0.8067,1.7101,-0.2126
1.019,0.3925,-0.7067,1.6259,-0.6679,0.1975,0.7045,-1.8289,0.5343,-0.7042,-1.7142,-0.0252,-1.019,-0.3925,-0.7067,-1.6259,0.6679,0.1975,-0.7045,1.8289,0.5343,0.7042,1.7142,-0.0252
1.0682,0.3836,0.7064,1.5388,-0.5983,-0.3542,0.6537,-1.8206,-0.536,-0.6836,-1.7581,0.1839,-1.0682,-0.3836,0.7064,-1.5388,0.5983,-0.3542,-0.6537,1.8206,-0.536,0.6836,1.7581,0.1839
1.7791,0.6389,0.2045,1.8067,-0.6918,-0.5297,0.5513,-1.5352,-0.3783,-0.4093,-1.0689,0.7035,-1.7791,-0.6389,0.2045,-1.8067,0.6918,-0.5297,-0.5513,1.5352,-0.3783,0.4093,1.0689,0.7035
1.5984,0.6709,0.2393,1.7821,-0.8092,0.5328,0.7278,-1.7202,-0.0746,-0.4554,-1.0031,-0.704,-1.5889,-0.6718,0.253,-1.7952,0.8111,0.5156,-0.7216,1.7207,-0.0592,0.4526,1.0015,-0.7031
1.0042,0.4171,-0.7031,1.6897,-0.7352,0.013,0.7561,-1.8203,0.5242,-0.7086,-1.6287,0.1659,-1.0042,-0.4171,-0.7031,-1.6897,0.7352,0.013,-0.7561,1.8203,0.5242,0.7086,1.6287,0.1659
1.2641,0.6016,-0.5908,1.6984,-0.85,-0.4698,0.8152,-1.713,0.4166,-0.588,-1.1749,0.644,-1.2641,-0.6016,-0.5908,-1.6984,0.85,-0.4698,-0.8152,1.713,0.4166,0.588,1.1749,0.644
1.5653,0.574,0.334,1.0489,-0.4089,-0.7041,0.6497,-1.7699,-0.1574,-0.7084,-1.8154,0.5236,-1.5609,-0.5703,0.3406,-1.0515,0.409,-0.7044,-0.6465,1.7711,-0.1649,0.7034,1.8102,0.5327
1.0085,0.4,0.706,1.6545,-0.6949,-0.1272,0.7245,-1.8266,-0.5331,-0.7084,-1.6866,-0.0457,-1.0085,-0.4,0.706,-1.6545,0.6949,-0.1272,-0.7245,1.8266,-0.5331,0.7084,1.6866,-0.0457
1.164,0.3913,-0.6841,1.4129,-0.5177,0.5085,0.6073,-1.8066,0.5131,-0.6521,-1.7799,-0.3376,-1.164,-0.3913,-0.6841,-1.4129,0.5177,0.5085,-0.6073,1.8066,0.5131,0.6521,1.7799,-0.3376
1.0553,0.3842,-0.7083,1.56,-0.6134,0.3216,0.6629,-1.8208,0.5397,-0.6883,-1.7507,-0.1529,-1.0553,-0.3842,-0.7083,-1.56,0.6134,0.3216,-0.6629,1.8208,0.5397,0.6883,1.7507,-0.1529
1.1981,0.399,0.6689,1.3714,-0.4968,-0.5469,0.6015,-1.8063,-0.4949,-0.6462,-1.784,0.3729,-1.1981,-0.399,0.6689,-1.3714,0.4968,-0.5469,-0.6015,1.8063,-0.4949,0.6462,1.784,0.3729
1.7904,0.6125,-0.3147,1.788,-0.6525,0.5281,0.4974,-1.454,0.4802,-0.414,-1.1344,-0.6936,-1.7904,-0.6125,-0.3147,-1.788,0.6525,0.5281,-0.4974,1.454,0.4802,0.414,1.1344,-0.6936
1.5148,0.539,0.4053,1.0833,-0.4091,-0.7017,0.6349,-1.7834,-0.232,-0.682,-1.8049,0.5267,-1.5126,-0.5374,0.408,-1.0848,0.4093,-0.7017,-0.6333,1.7836,-0.2351,0.6797,1.8028,0.5305
1.7981,0.5963,0.5147,1.7796,-0.6405,-0.3688,0.396,-1.1894,-0.6767,-0.5008,-1.3873,0.5346,-1.8026,-0.6032,0.505,-1.7805,0.6462,-0.3604,-0.3944,1.1833,-0.6778,0.5046,1.3945,0.5295
1.7105,0.7039,-0.0073,0.9959,-0.4438,-0.7019,0.6712,-1.6317,0.1892,-0.8029,-1.805,0.5167,-1.71,-0.7002,0.0001,-0.9948,0.4421,-0.7028,-0.6704,1.6366,0.1794,0.8005,1.7981,0.5267
1.8318,0.6798,-0.5285,1.7442,-0.6945,0.1149,0.3869,-1.0427,0.7038,-0.6282,-1.577,-0.2934,-1.8347,-0.6818,-0.5242,-1.7433,0.6959,0.1114,-0.3869,1.041,0.7045,0.6302,1.5793,-0.2885
1.0171,0.4416,-0.7031,1.7101,-0.7708,-0.103,0.7806,-1.7977,0.523,-0.7005,-1.5541,0.2831,-1.0171,-0.4416,-0.7031,-1.7101,0.7708,-0.103,-0.7806,1.7977,0.523,0.7005,1.5541,0.2831
1.7185,0.8081,0.5192,1.3493,-0.6664,0.5099,0.5216,-1.1139,-0.6838,-0.8381,-1.6995,-0.3394,-1.7253,-0.8061,0.5122,-1.3426,0.6649,0.5142,-0.5243,1.1175,-0.684,0.8408,1.6955,-0.3483
1.718,0.6692,0.0119,1.8226,-0.7598,0.5195,0.6426,-1.6528,0.1723,-0.4184,-1.0044,-0.7019,-1.7191,-0.6683,0.0091,-1.8201,0.7586,0.5231,-0.6441,1.6539,0.1685,0.4186,1.0037,-0.7023
1.4117,0.6478,0.4636,1.7134,-0.8405,0.5295,0.7895,-1.7204,-0.2967,-0.5264,-1.0731,-0.6965,-1.4117,-0.6478,0.4636,-1.7134,0.8405,0.5295,-0.7895,1.7204,-0.2967,0.5264,1.0731,-0.6965
